society,price,sector,price_per_sqft,bedRoom,bathroom,balcony,floorNum,agePossession,property_type,built_up_area,study room,servant room,store room,pooja room,others,furnishing_type,luxury_score,coordinates,latitude,longitude
alpha corp gurgaonone,1.15,sector 84,7497.0,2.0,2.0,3,14.0,Relatively New,flat,1394.0,0,0,0,0,0,0,28,"28.3979° N, 76.9736° E",28.3979,76.9736
experion the heartsong,0.87,sector 108,11853.0,2.0,3.0,3,2.0,Relatively New,flat,978.23,0,0,0,0,0,1,123,"28.5134° N, 76.9830° E",28.5134,76.983
ss,2.14,sector 85,7610.0,4.0,4.0,3,6.0,Relatively New,flat,2300.0,0,0,0,0,0,0,49,"28.4042° N, 76.9513° E",28.4042,76.9513
adani aangan arcade,0.5,sector 89,7764.0,2.0,2.0,1,4.0,Relatively New,flat,672.0,0,0,0,0,0,2,69,"28.4253° N, 76.9439° E",28.4253,76.9439
ashiana anmol,1.1,sector 33,8627.0,2.0,2.0,2,4.0,Under Construction,flat,1275.0,0,0,0,0,0,0,0,"28.4420° N, 77.0207° E",28.442,77.0207
ansal sushant residency,1.5,sector 57,6775.0,3.0,2.0,3+,1.0,Moderately Old,flat,273.0,0,0,0,0,0,0,87,"28.4232° N, 77.0752° E",28.4232,77.0752
vipul world,1.38,sector 48,9485.0,3.0,3.0,1,2.0,Relatively New,flat,1611.0,0,0,0,0,0,0,60,"28.4177° N, 77.0359° E",28.4177,77.0359
ss the leaf,1.77,sector 85,7350.0,3.0,4.0,3,6.0,Moderately Old,flat,1450.0,0,0,0,0,0,1,135,"28.4042° N, 76.9513° E",28.4042,76.9513
ireo victory valley,3.05,sector 67,12650.0,3.0,3.0,3+,21.0,Relatively New,flat,2029.0,0,0,0,0,0,1,157,"28.3859° N, 77.0608° E",28.3859,77.0608
dlf the skycourt,1.6,sector 86,8294.0,3.0,3.0,1,14.0,Relatively New,flat,1746.0,0,0,0,0,0,0,72,"28.3986° N, 76.9384° E",28.3986,76.9384
m3m woodshire,1.4,sector 107,5930.0,3.0,4.0,0,1.0,New Property,flat,2137.0,0,0,0,0,0,0,67,"28.5052° N, 76.9729° E",28.5052,76.9729
rof ananda,0.32,sector 95,5735.0,2.0,2.0,1,10.0,Relatively New,flat,610.0,0,0,0,0,0,1,50,"28.4172° N, 76.9081° E",28.4172,76.9081
bptp terra,1.6,sector 37d,7303.0,4.0,3.0,3+,7.0,Relatively New,flat,2000.0,0,0,0,0,0,1,139,"28.4478° N, 76.9703° E",28.4478,76.9703
independent,4.5,sector 49,15625.0,8.0,8.0,3,3.0,Moderately Old,house,2880.0,1,1,1,1,0,2,151,"28.4121° N, 77.0480° E",28.4121,77.048
signature global orchard avenue,0.4,sector 93,7353.0,2.0,2.0,2,11.0,New Property,flat,604.0,0,0,0,0,0,0,37,"28.4153° N, 76.9326° E",28.4153,76.9326
independent,1.5,sector 12,11111.0,5.0,5.0,2,3.0,Old Property,house,1350.0,0,0,0,0,0,0,16,"28.4723° N, 77.0320° E",28.4723,77.032
m3m woodshire,1.49,sector 107,6311.0,3.0,4.0,3+,5.0,Relatively New,flat,2137.0,0,0,0,0,0,1,174,"28.5052° N, 76.9729° E",28.5052,76.9729
deepak minda,1.25,manesar,4715.0,3.0,3.0,3+,6.0,Moderately Old,flat,2944.0,0,0,0,0,0,0,44,"28.3515° N, 76.9428° E",28.3515,76.9428
experion windchants,6.5,sector 112,10417.0,4.0,5.0,3,11.0,Relatively New,flat,4800.0,0,0,0,0,0,0,55,"28.5189° N, 77.0183° E",28.5189,77.0183
m3m skywalk,1.4,sector 74,9831.0,2.0,2.0,2,17.0,New Property,flat,1289.0,0,0,0,0,0,1,167,"28.4158° N, 77.0118° E",28.4158,77.0118
umang monsoon breeze,0.88,sector 78,4746.0,3.0,4.0,3,8.0,Moderately Old,flat,1668.0,0,0,0,0,0,0,111,"28.3733° N, 76.9729° E",28.3733,76.9729
smart world orchard,1.65,sector 61,13750.0,2.0,2.0,2,1.0,Under Construction,flat,1333.0,0,0,0,0,0,0,16,"28.4050° N, 77.0963° E",28.405,77.0963
vatika sovereign park,2.45,sector 99,8813.0,3.0,4.0,3,1.0,New Property,flat,2516.0,0,0,0,0,0,1,165,"28.4640° N, 76.9614° E",28.464,76.9614
ss the leaf,2.2,sector 85,11179.0,4.0,5.0,3+,4.0,Relatively New,flat,2390.0,0,0,0,0,0,0,174,"28.4042° N, 76.9513° E",28.4042,76.9513
ild greens,0.95,sector 37c,5067.0,3.0,3.0,3+,0.0,New Property,flat,1697.0,0,0,0,0,0,0,51,"28.4515° N, 76.9882° E",28.4515,76.9882
paras dews,0.95,sector 106,6859.0,2.0,2.0,3+,2.0,Relatively New,flat,940.0,0,0,0,0,0,0,49,"28.5007° N, 77.0003° E",28.5007,77.0003
sobha city,3.35,sector 108,13267.0,3.0,4.0,2,19.0,New Property,flat,2525.0,0,0,0,0,0,0,102,"28.5134° N, 76.9830° E",28.5134,76.983
tarc maceo,1.8,sector 91,7759.0,3.0,3.0,3+,0.0,Relatively New,flat,2578.0,0,0,0,0,0,2,45,"28.4014° N, 76.9225° E",28.4014,76.9225
tata primanti,8.6,sector 72,12286.0,4.0,5.0,3+,3.0,Relatively New,house,7000.0,0,0,0,0,0,1,30,"28.4225° N, 77.0211° E",28.4225,77.0211
raheja vedaanta,0.7,sector 108,4667.0,2.0,2.0,1,10.0,Moderately Old,flat,1468.0,0,0,0,0,0,0,0,"28.5134° N, 76.9830° E",28.5134,76.983
corona optus,1.5,sector 37c,6361.0,3.0,4.0,3+,14.0,New Property,flat,2134.0,0,0,0,0,0,0,83,"28.4515° N, 76.9882° E",28.4515,76.9882
alpha corp gurgaonone,1.5,sector 84,7641.0,3.0,3.0,3,20.0,Relatively New,flat,1833.0,0,0,0,0,0,1,37,"28.3979° N, 76.9736° E",28.3979,76.9736
signature the roselia,0.45,sector 95,7909.0,2.0,2.0,2,2.0,New Property,flat,632.0,0,0,0,0,0,1,31,"28.4172° N, 76.9081° E",28.4172,76.9081
independent,6.21,sector 57,23000.0,6.0,6.0,3+,4.0,Old Property,house,2700.0,1,1,1,1,0,0,52,"28.4232° N, 77.0752° E",28.4232,77.0752
dhoot time residency,3.0,sector 63,18270.0,3.0,3.0,3+,14.0,Relatively New,flat,1642.0,0,0,0,0,0,1,0,"28.3971° N, 77.0867° E",28.3971,77.0867
independent,8.25,sector 43,30556.0,5.0,6.0,3+,3.0,Moderately Old,house,2700.0,1,1,1,1,0,1,64,"28.4629° N, 77.0772° E",28.4629,77.0772
independent,6.5,sector 25,36111.0,4.0,3.0,3,3.0,Moderately Old,house,1800.0,1,0,0,1,0,0,19,"28.4844° N, 77.0860° E",28.4844,77.086
emaar mgf the palm drive,3.98,sector 66,18091.0,3.0,4.0,3+,2.0,Moderately Old,flat,2200.0,0,0,0,0,0,1,123,"28.3925° N, 77.0541° E",28.3925,77.0541
m3m golfestate,5.9,sector 65,17544.0,3.0,3.0,3,9.0,Moderately Old,flat,3043.0,0,0,0,0,0,2,21,"28.4030° N, 77.0690° E",28.403,77.069
sare homes,0.65,sector 92,4587.0,3.0,3.0,2,3.0,Relatively New,flat,1574.0,0,0,0,0,0,0,6,"28.4079° N, 76.9153° E",28.4079,76.9153
independent,0.7,sector 12,4118.0,4.0,4.0,1,2.0,Moderately Old,house,1700.0,0,0,0,0,0,0,0,"28.4723° N, 77.0320° E",28.4723,77.032
dlf city plots phase 3,1.6,sector 24,3292.0,8.0,5.0,3+,4.0,Old Property,house,540.0,0,0,0,0,0,0,8,"28.4939° N, 77.1038° E",28.4939,77.1038
adani brahma samsara,18.02,sector 60,28200.0,9.0,12.0,3+,3.0,Relatively New,house,6390.0,0,1,0,0,0,1,146,"28.4003° N, 77.0975° E",28.4003,77.0975
godrej oasis,1.45,sector 88a,8082.0,3.0,3.0,3,12.0,Relatively New,flat,1993.0,0,0,0,0,0,0,49,"28.4347° N, 76.9557° E",28.4347,76.9557
ansal florence super,3.75,sector 57,23148.0,3.0,4.0,3,2.0,Moderately Old,house,1620.0,1,1,1,0,0,1,38,"28.4232° N, 77.0752° E",28.4232,77.0752
mapsko mount ville,1.2,sector 79,8054.0,3.0,3.0,3,9.0,Relatively New,flat,1321.0,0,0,0,0,0,1,104,"28.3624° N, 76.9787° E",28.3624,76.9787
m3m woodshire,1.35,sector 107,5718.0,3.0,4.0,3+,8.0,Relatively New,flat,1950.0,0,0,0,0,0,1,74,"28.5052° N, 76.9729° E",28.5052,76.9729
conscient heritage max,1.75,sector 102,9063.0,3.0,4.0,3+,16.0,Relatively New,flat,1748.0,0,0,0,0,0,1,134,"28.4750° N, 76.9715° E",28.475,76.9715
vatika the seven lamps,1.28,sector 82,6819.0,3.0,3.0,3,3.0,Relatively New,flat,1800.0,0,0,0,0,0,1,165,"28.3935° N, 76.9600° E",28.3935,76.96
dlf the skycourt,1.54,sector 86,9222.0,3.0,3.0,3+,15.0,Relatively New,flat,1780.0,0,0,0,0,0,0,174,"28.3986° N, 76.9384° E",28.3986,76.9384
not applicable,0.75,sector 4,11719.0,2.0,4.0,3,2.0,Moderately Old,house,640.0,0,0,0,0,0,0,0,"28.4738° N, 77.0107° E",28.4738,77.0107
m3m skywalk,1.54,sector 74,10815.0,2.0,2.0,3+,15.0,Relatively New,flat,1200.0,0,0,0,0,0,0,137,"28.4158° N, 77.0118° E",28.4158,77.0118
antriksh green,2.25,sector 45,7826.0,4.0,4.0,2,9.0,Old Property,flat,3194.0,0,0,0,0,0,2,23,"28.4466° N, 77.0660° E",28.4466,77.066
m3m sierra 68,1.2,sector 68,9002.0,2.0,2.0,3,1.0,Relatively New,flat,982.0,0,0,0,0,0,2,76,"28.3853° N, 77.0484° E",28.3853,77.0484
shree vardhman victoria,1.64,sector 70,8384.0,3.0,5.0,3,3.0,Relatively New,flat,1527.0,0,0,0,0,0,0,51,"28.3968° N, 77.0233° E",28.3968,77.0233
smart world gems,1.13,sector 89,8503.0,3.0,3.0,2,4.0,Under Construction,flat,1473.0,0,0,0,0,0,0,115,"28.4253° N, 76.9439° E",28.4253,76.9439
vatika gurgaon,1.42,sector 83,8875.0,4.0,4.0,3,7.0,Relatively New,flat,2000.0,0,0,0,0,0,0,103,"28.3986° N, 76.9647° E",28.3986,76.9647
dlf regal gardens,1.27,sector 90,5498.0,3.0,3.0,3+,2.0,Relatively New,flat,1500.0,0,0,0,0,0,0,72,"28.4085° N, 76.9369° E",28.4085,76.9369
dlf new town heights,1.25,sector 90,6477.0,3.0,3.0,3+,17.0,Relatively New,flat,1700.0,0,0,0,0,0,0,65,"28.4085° N, 76.9369° E",28.4085,76.9369
ss the leaf,1.93,sector 85,8075.0,3.0,4.0,3,7.0,Relatively New,flat,2400.0,0,0,0,0,0,0,174,"28.4042° N, 76.9513° E",28.4042,76.9513
citizen apartment,3.55,sector 51,6826.0,5.0,6.0,3+,11.0,Moderately Old,flat,5200.0,0,0,0,0,0,1,157,"28.4320° N, 77.0686° E",28.432,77.0686
supertech araville,0.8,sector 79,6178.0,2.0,2.0,3+,9.0,New Property,flat,1172.0,0,0,0,0,0,0,24,"28.3624° N, 76.9787° E",28.3624,76.9787
emaar palm heights,1.79,sector 77,8840.0,3.0,3.0,3,1.0,New Property,flat,1600.0,0,0,0,0,0,1,49,"28.3801° N, 76.9845° E",28.3801,76.9845
pyramid elite,0.45,sector 86,7745.0,2.0,2.0,1,4.0,Under Construction,flat,646.0,0,0,0,0,0,0,66,"28.3986° N, 76.9384° E",28.3986,76.9384
sare crescent parc,1.44,sector 92,7069.0,4.0,4.0,3,8.0,Relatively New,flat,2267.0,0,0,0,0,0,0,37,"28.4079° N, 76.9153° E",28.4079,76.9153
pioneer park,2.0,sector 61,11765.0,3.0,3.0,3,24.0,Moderately Old,flat,1538.0,0,0,0,0,0,1,75,"28.4050° N, 77.0963° E",28.405,77.0963
vatika independent floors,1.4,sector 82,8235.0,3.0,3.0,2,3.0,New Property,house,1700.0,0,0,0,1,0,0,61,"28.3935° N, 76.9600° E",28.3935,76.96
shri shyam residency,0.62,sector 104,12400.0,3.0,3.0,1,2.0,Moderately Old,house,900.0,0,0,0,0,1,2,8,"28.4788° N, 76.9960° E",28.4788,76.996
independent,1.39,sector 28,11583.0,2.0,2.0,1,3.0,Old Property,house,1450.0,0,0,1,0,0,0,37,"28.4728° N, 77.0865° E",28.4728,77.0865
emaar mgf the palm drive,4.6,sector 66,18400.0,3.0,3.0,3,11.0,Relatively New,flat,2882.0,0,0,0,0,0,1,131,"28.3925° N, 77.0541° E",28.3925,77.0541
orchid petals,2.35,sector 49,11559.0,3.0,3.0,3,15.0,Relatively New,flat,2030.0,0,0,0,0,0,0,49,"28.4121° N, 77.0480° E",28.4121,77.048
rof ananda,0.26,sector 95,6032.0,1.0,1.0,1,8.0,New Property,flat,406.0,0,0,0,0,0,0,49,"28.4172° N, 76.9081° E",28.4172,76.9081
dlf new town heights,1.9,sector 90,5684.0,4.0,4.0,3+,7.0,Relatively New,flat,2468.0,0,0,0,0,0,0,88,"28.4085° N, 76.9369° E",28.4085,76.9369
city shri ram apartments 1,0.22,sector 110,3667.0,2.0,1.0,1,1.0,Relatively New,flat,543.0,0,0,0,0,0,0,0,"28.5145° N, 77.0197° E",28.5145,77.0197
chd avenue,0.95,sector 71,7917.0,2.0,2.0,0,5.0,Moderately Old,flat,1200.0,0,0,0,0,0,0,0,"28.4104° N, 77.0281° E",28.4104,77.0281
tulip violet,1.4,sector 69,9103.0,3.0,3.0,1,12.0,Relatively New,flat,1392.0,0,0,0,0,0,1,157,"28.3966° N, 77.0341° E",28.3966,77.0341
ansal heights 86,0.64,sector 86,4706.0,2.0,2.0,1,3.0,New Property,flat,1360.0,0,0,0,0,0,0,73,"28.3986° N, 76.9384° E",28.3986,76.9384
eldeco mansionz,6.4,sector 48,23704.0,4.0,4.0,3,3.0,Moderately Old,house,2700.0,0,1,1,0,0,1,151,"28.4177° N, 77.0359° E",28.4177,77.0359
emaar mgf emerald floors premier,2.85,sector 65,14430.0,4.0,4.0,3,2.0,Relatively New,flat,1975.0,0,0,0,0,0,0,21,"28.4030° N, 77.0690° E",28.403,77.069
dlf regal gardens,1.8,sector 90,7223.0,4.0,4.0,3+,7.0,Moderately Old,flat,2005.0,0,0,0,0,0,0,38,"28.4085° N, 76.9369° E",28.4085,76.9369
nul,0.56,gwal pahari,6054.0,2.0,2.0,1,11.0,Old Property,flat,1028.0,0,0,0,0,0,1,0,"28.4484° N, 77.0210° E",28.4484,77.021
tulip violet,1.2,sector 69,8889.0,2.0,3.0,1,0.0,Relatively New,flat,1222.0,0,0,0,0,0,0,150,"28.3966° N, 77.0341° E",28.3966,77.0341
dlf south city 1,2.65,sector 41,18929.0,3.0,3.0,3,4.0,New Property,house,1400.0,0,1,0,0,0,1,22,"28.4557° N, 77.0632° E",28.4557,77.0632
dlf gardencity enclave,1.3,sector 93,11285.0,3.0,2.0,1,3.0,Relatively New,house,1152.0,0,0,0,0,0,0,50,"28.4153° N, 76.9326° E",28.4153,76.9326
shree krishna homes,0.48,sector 104,5556.0,2.0,2.0,1,1.0,New Property,house,795.0,1,0,0,1,1,0,44,"28.4788° N, 76.9960° E",28.4788,76.996
suncity vatsal valley,1.38,gwal pahari,12212.0,2.0,2.0,2,4.0,Under Construction,flat,1130.0,0,0,0,0,0,1,133,"28.4484° N, 77.0210° E",28.4484,77.021
paras dews,0.87,sector 106,9255.0,2.0,2.0,3+,1.0,New Property,flat,1120.0,0,0,0,0,0,0,174,"28.5007° N, 77.0003° E",28.5007,77.0003
vatika india next,0.8,sector 82,6426.0,2.0,2.0,3,9.0,Relatively New,flat,1383.0,0,0,0,0,0,0,0,"28.3935° N, 76.9600° E",28.3935,76.96
not applicable,2.2,sector 11,12222.0,4.0,3.0,2,1.0,Old Property,house,1800.0,1,0,0,1,0,0,24,"28.4531° N, 77.0202° E",28.4531,77.0202
independent,10.0,sector 45,30864.0,6.0,6.0,3+,4.0,Moderately Old,house,3240.0,1,1,1,1,0,1,70,"28.4466° N, 77.0660° E",28.4466,77.066
indiabulls centrum park,1.01,sector 103,8080.0,2.0,2.0,3,5.0,Relatively New,flat,1338.0,0,0,0,0,0,1,165,"28.4949° N, 76.9845° E",28.4949,76.9845
dlf city phase 1,5.5,sector 26,30556.0,4.0,4.0,3+,2.0,Moderately Old,house,1800.0,0,0,1,1,0,0,49,"28.4757° N, 77.1032° E",28.4757,77.1032
chd avenue,1.35,sector 71,5745.0,4.0,4.0,3,8.0,Moderately Old,flat,2127.0,0,0,0,0,0,0,26,"28.4104° N, 77.0281° E",28.4104,77.0281
ansals palam vihar,5.7,sector 2,14729.0,5.0,5.0,2,2.0,Old Property,house,4550.0,0,0,0,1,0,2,94,"28.5095° N, 77.0320° E",28.5095,77.032
unitech palms south city 1,9.35,sector 41,28858.0,10.0,10.0,3+,4.0,Moderately Old,house,7500.0,1,1,0,0,0,1,70,"28.4557° N, 77.0632° E",28.4557,77.0632
independent,6.5,sector 7,15046.0,3.0,2.0,3+,2.0,Old Property,house,4320.0,0,0,0,0,0,0,9,"28.4644° N, 77.0143° E",28.4644,77.0143
deepak minda,1.2,manesar,4528.0,3.0,3.0,3+,6.0,Moderately Old,flat,2944.0,0,0,0,0,0,0,7,"28.3515° N, 76.9428° E",28.3515,76.9428
godrej icon,1.65,sector 88a,9041.0,3.0,3.0,3,12.0,New Property,flat,1652.0,0,0,0,0,0,0,60,"28.4347° N, 76.9557° E",28.4347,76.9557
dlf regal gardens,1.13,sector 90,6647.0,3.0,3.0,3+,8.0,Relatively New,flat,1566.0,0,0,0,0,0,0,72,"28.4085° N, 76.9369° E",28.4085,76.9369
shree vardhman victoria,1.75,sector 70,8204.0,3.0,5.0,3,7.0,New Property,flat,1527.0,0,0,0,0,0,0,37,"28.3968° N, 77.0233° E",28.3968,77.0233
emaar gurgaon greens,1.49,sector 102,9030.0,3.0,3.0,3,10.0,Relatively New,flat,1315.0,0,0,0,0,0,1,159,"28.4750° N, 76.9715° E",28.475,76.9715
ats tourmaline,1.4,sector 109,8000.0,3.0,3.0,3+,9.0,Relatively New,flat,1584.0,0,0,0,0,0,0,95,"28.5073° N, 77.0089° E",28.5073,77.0089
emaar digihomes,3.95,sector 62,15263.0,3.0,3.0,3,33.0,New Property,flat,2876.0,0,0,0,0,0,1,49,"28.4139° N, 77.0886° E",28.4139,77.0886
vatika india next,7.0,sector 82,21605.0,4.0,4.0,3+,3.0,Relatively New,house,3900.0,0,1,0,0,0,2,105,"28.3935° N, 76.9600° E",28.3935,76.96
shree vardhman victoria,1.1,sector 70,8462.0,2.0,2.0,2,0.0,New Property,flat,1026.0,0,0,0,0,0,0,49,"28.3968° N, 77.0233° E",28.3968,77.0233
bestech park view residency,0.98,sector 2,6960.0,2.0,2.0,3,0.0,Moderately Old,flat,1281.0,0,0,0,0,0,0,85,"28.5095° N, 77.0320° E",28.5095,77.032
independent,7.85,sector 43,29074.0,9.0,9.0,3+,3.0,Relatively New,house,2700.0,1,1,0,1,1,2,49,"28.4629° N, 77.0772° E",28.4629,77.0772
ansal api esencia,1.85,sector 67,8222.0,3.0,3.0,3,1.0,Moderately Old,house,278.0,0,0,0,0,0,0,49,"28.3859° N, 77.0608° E",28.3859,77.0608
smart world orchard,2.57,sector 61,15767.0,3.0,3.0,2,3.0,Under Construction,flat,1630.0,0,0,0,0,0,0,0,"28.4050° N, 77.0963° E",28.405,77.0963
vipul tatvam villa,8.5,sector 48,21250.0,4.0,5.0,3+,2.0,Moderately Old,house,4000.0,1,1,0,1,1,1,49,"28.4177° N, 77.0359° E",28.4177,77.0359
international city by sobha phase 2,11.3,sector 109,25111.0,7.0,5.0,3+,4.0,Relatively New,house,4500.0,1,1,0,1,1,0,49,"28.5073° N, 77.0089° E",28.5073,77.0089
kendriya vihar,0.65,sector 56,8609.0,1.0,1.0,1,0.0,Moderately Old,flat,839.0,0,0,0,0,0,0,143,"28.4245° N, 77.0991° E",28.4245,77.0991
independent,5.8,sector 26,12838.0,4.0,4.0,3+,4.0,Old Property,house,4518.0,0,0,0,0,0,0,38,"28.4757° N, 77.1032° E",28.4757,77.1032
independent,0.92,sector 3,15257.0,4.0,1.0,0,1.0,Moderately Old,house,603.0,0,0,0,0,0,0,0,"28.4909° N, 77.0176° E",28.4909,77.0176
m3m skycity,2.1,sector 65,16031.0,2.0,2.0,2,43.0,New Property,flat,1186.0,0,0,0,0,0,0,127,"28.4030° N, 77.0690° E",28.403,77.069
ss the leaf,1.58,sector 85,7715.0,3.0,4.0,3,8.0,Relatively New,flat,2227.0,0,0,0,0,0,0,159,"28.4042° N, 76.9513° E",28.4042,76.9513
sare petioles,1.3,sector 92,6373.0,4.0,4.0,0,7.0,Relatively New,flat,2040.0,0,0,0,0,0,0,0,"28.4079° N, 76.9153° E",28.4079,76.9153
ireo uptown,1.5,sector 66,11219.0,2.0,3.0,3,1.0,Relatively New,flat,1330.0,0,0,0,0,0,1,79,"28.3925° N, 77.0541° E",28.3925,77.0541
pivotal devaan,0.35,sector 84,6003.0,2.0,2.0,1,4.0,Relatively New,flat,528.0,0,0,0,0,0,0,37,"28.3979° N, 76.9736° E",28.3979,76.9736
antriksh heights,0.9,sector 84,4444.0,3.0,3.0,3,18.0,Relatively New,flat,1833.0,0,0,0,0,0,0,59,"28.3979° N, 76.9736° E",28.3979,76.9736
tulip violet,1.76,sector 69,8756.0,4.0,4.0,2,6.0,Relatively New,flat,1819.0,0,0,0,0,0,0,108,"28.3966° N, 77.0341° E",28.3966,77.0341
tulip orange,1.0,sector 70,10309.0,3.0,2.0,2,3.0,Moderately Old,flat,1078.0,0,0,0,0,0,0,58,"28.3968° N, 77.0233° E",28.3968,77.0233
bestech park view ananda,0.95,sector 81,6985.0,2.0,2.0,2,13.0,Relatively New,flat,1150.0,0,0,0,0,0,1,167,"28.3867° N, 76.9485° E",28.3867,76.9485
experion the heartsong,0.98,sector 108,13351.0,2.0,3.0,3,4.0,Relatively New,flat,978.23,0,0,0,0,0,0,135,"28.5134° N, 76.9830° E",28.5134,76.983
tulip violet,1.55,sector 69,9639.0,3.0,3.0,2,2.0,Relatively New,flat,1455.0,0,0,0,0,0,1,86,"28.3966° N, 77.0341° E",28.3966,77.0341
mahindra luminare,5.8,sector 59,19174.0,3.0,4.0,3,16.0,New Property,flat,3361.0,0,0,0,0,0,1,49,"28.4051° N, 77.1097° E",28.4051,77.1097
shapoorji pallonji joyville gurugram,0.95,sector 102,10383.0,2.0,2.0,2,14.0,Relatively New,flat,915.0,0,0,0,0,0,0,0,"28.4750° N, 76.9715° E",28.475,76.9715
experion windchants,2.8,sector 112,11471.0,2.0,3.0,2,9.0,Relatively New,flat,2441.0,0,0,0,0,0,0,137,"28.5189° N, 77.0183° E",28.5189,77.0183
ireo skyon,2.12,sector 60,15531.0,2.0,2.0,2,2.0,Relatively New,flat,1350.0,0,0,0,0,0,1,174,"28.4003° N, 77.0975° E",28.4003,77.0975
dlf city plots phase 2,10.55,sector 25,39074.0,5.0,6.0,3+,3.0,Moderately Old,house,2700.0,1,1,1,1,0,0,131,"28.4844° N, 77.0860° E",28.4844,77.086
shapoorji pallonji joyville gurugram,1.76,sector 102,10227.0,3.0,3.0,3,1.0,Relatively New,flat,1531.0,0,0,0,0,0,0,100,"28.4750° N, 76.9715° E",28.475,76.9715
sare green parc,0.75,sector 92,4820.0,3.0,2.0,2,16.0,Relatively New,flat,1556.0,0,0,0,0,0,0,0,"28.4079° N, 76.9153° E",28.4079,76.9153
independent,0.95,sector 11,7308.0,5.0,3.0,0,1.0,Moderately Old,house,1300.0,0,0,0,0,0,0,0,"28.4531° N, 77.0202° E",28.4531,77.0202
suncity avenue,0.47,sector 102,8935.0,2.0,2.0,1,5.0,Relatively New,flat,582.0,0,0,0,0,0,0,142,"28.4750° N, 76.9715° E",28.475,76.9715
indiabulls enigma,3.49,sector 110,10265.0,4.0,5.0,3,7.0,Relatively New,flat,3077.0,0,0,0,0,0,0,165,"28.5145° N, 77.0197° E",28.5145,77.0197
bhim garh kheri,0.75,sector 3,6410.0,4.0,2.0,2,2.0,Old Property,house,1170.0,0,0,0,0,0,0,16,"28.4909° N, 77.0176° E",28.4909,77.0176
"ganpati apartment  2, laxman vihar phase 1",0.45,sector 4,4707.0,2.0,2.0,1,0.0,Relatively New,flat,944.0,0,0,0,0,0,0,46,"28.4738° N, 77.0107° E",28.4738,77.0107
mahindra luminare,5.5,sector 59,18182.0,3.0,3.0,1,26.0,Under Construction,flat,2738.0,0,0,0,0,0,0,24,"28.4051° N, 77.1097° E",28.4051,77.1097
afnhb jalvayu vihar,1.45,sector 30,11154.0,3.0,2.0,2,2.0,Old Property,flat,1300.0,0,0,0,0,0,2,75,"28.4604° N, 77.0579° E",28.4604,77.0579
ansal heights 86,0.78,sector 86,5735.0,2.0,2.0,1,8.0,New Property,flat,1231.0,0,0,0,0,0,0,67,"28.3986° N, 76.9384° E",28.3986,76.9384
paras dews,1.5,sector 106,6369.0,4.0,6.0,3+,11.0,Relatively New,flat,1535.0,0,0,0,0,0,0,174,"28.5007° N, 77.0003° E",28.5007,77.0003
independent,19.5,sector 2,27083.0,8.0,9.0,3+,2.0,New Property,house,7200.0,1,1,0,1,0,0,122,"28.5095° N, 77.0320° E",28.5095,77.032
independent,13.5,sector 25,37313.0,5.0,6.0,3+,4.0,Old Property,house,3618.0,0,0,0,0,1,1,79,"28.4844° N, 77.0860° E",28.4844,77.086
dlf beverly park,8.0,sector 25,15385.0,5.0,5.0,3+,2.0,Old Property,flat,5778.0,0,0,0,0,0,2,26,"28.4844° N, 77.0860° E",28.4844,77.086
ambience caitriona,14.0,sector 24,22222.0,4.0,5.0,3,3.0,Old Property,flat,6300.0,0,0,0,0,0,0,0,"28.4939° N, 77.1038° E",28.4939,77.1038
tulip violet,1.7,sector 69,8458.0,4.0,4.0,2,1.0,Relatively New,flat,1819.0,0,0,0,0,0,0,126,"28.3966° N, 77.0341° E",28.3966,77.0341
ats tourmaline,1.72,sector 109,8000.0,3.0,4.0,3+,7.0,Relatively New,flat,1797.0,0,0,0,0,0,0,167,"28.5073° N, 77.0089° E",28.5073,77.0089
ireo uptown,2.4,sector 66,13065.0,3.0,2.0,3,5.0,Relatively New,flat,1700.0,0,0,0,0,0,1,156,"28.3925° N, 77.0541° E",28.3925,77.0541
essel tower,2.2,sector 28,12500.0,3.0,4.0,3+,3.0,Moderately Old,flat,1956.0,0,0,0,0,0,2,0,"28.4728° N, 77.0865° E",28.4728,77.0865
eldeco mansionz,6.0,sector 48,22222.0,4.0,4.0,3+,2.0,Moderately Old,house,2700.0,0,1,0,0,0,0,69,"28.4177° N, 77.0359° E",28.4177,77.0359
shree vardhman victoria,1.6,sector 70,8205.0,3.0,3.0,3,10.0,Relatively New,flat,1527.0,0,0,0,0,0,0,43,"28.3968° N, 77.0233° E",28.3968,77.0233
vatika xpressions,0.92,sector 88b,7360.0,2.0,2.0,2,3.0,Relatively New,flat,1300.0,0,0,0,0,0,0,174,"28.4446° N, 76.9542° E",28.4446,76.9542
microtek greenburg,1.45,sector 86,9797.0,3.0,2.0,3,8.0,Relatively New,flat,1480.0,0,0,0,0,0,2,72,"28.3986° N, 76.9384° E",28.3986,76.9384
kanchanjanga tower,1.45,sector 56,7632.0,3.0,3.0,3+,2.0,Moderately Old,flat,1719.0,0,0,0,0,0,1,126,"28.4245° N, 77.0991° E",28.4245,77.0991
dlf the ultima,2.45,sector 81,11492.0,3.0,3.0,2,9.0,Relatively New,flat,1800.0,0,0,0,0,0,1,174,"28.3867° N, 76.9485° E",28.3867,76.9485
rwa,0.48,sector 7,6000.0,3.0,2.0,1,1.0,New Property,flat,889.0,0,0,0,0,0,0,21,"28.4644° N, 77.0143° E",28.4644,77.0143
